Antibiotic,vtm_nm,vtm_id,vmp_nm,vmp_id,vmp_atc_route,atc_route,aware_2019,aware_2024
Nitrofurantoin,Nitrofurantoin,776927008,Nitrofurantoin 9.5mg/5ml oral solution,12937111000001100,O,,Access,Access
Nitrofurantoin,Nitrofurantoin,776927008,Nitrofurantoin 9mg/5ml oral suspension,12937411000001105,O,,Access,Access
Nitrofurantoin,Nitrofurantoin,776927008,Nitrofurantoin 9mg/5ml oral solution,12937311000001103,O,,Access,Access
Nitrofurantoin,Nitrofurantoin,776927008,Nitrofurantoin 50mg/5ml oral suspension sugar free,41978311000001100,O,,Access,Access
Norfloxacin,Norfloxacin,776943001,Norfloxacin 400mg tablets,41953311000001105,O,,Watch,Watch
Ofloxacin,Ofloxacin,776973005,Ofloxacin 400mg/200ml solution for injection bottles,11136811000001106,P,,Watch,Watch
Ofloxacin,Ofloxacin,776973005,Ofloxacin 100mg/50ml solution for infusion bottles,35897411000001105,P,,Watch,Watch
Ofloxacin,Ofloxacin,776973005,Ofloxacin 200mg tablets,41953411000001103,O,,Watch,Watch
Ofloxacin,Ofloxacin,776973005,Ofloxacin 400mg tablets,41953511000001104,O,,Watch,Watch
Ofloxacin,Ofloxacin,776973005,Ofloxacin 200mg/100ml solution for infusion bottles,38752711000001101,P,,Watch,Watch
Ofloxacin,Ofloxacin,776973005,Ofloxacin 100mg/5ml oral suspension,12895811000001101,O,,Watch,Watch
Ofloxacin,Ofloxacin,776973005,Ofloxacin 100mg/5ml oral solution,12905211000001105,O,,Watch,Watch
Ofloxacin,Ofloxacin,776973005,Ofloxacin 250mg/5ml oral suspension,12905411000001109,O,,Watch,Watch
Ofloxacin,Ofloxacin,776973005,Ofloxacin 250mg/5ml oral solution,12905311000001102,O,,Watch,Watch
Oritavancin,Oritavancin,777001001,Oritavancin 400mg powder for solution for infusion vials,40651511000001105,P,,Reserve,Reserve
Oxytetracycline,Oxytetracycline,777035003,Oxytetracycline 250mg tablets,41953611000001100,O,,Watch,Watch
Oxytetracycline,Oxytetracycline,777035003,Oxytetracycline 100mg/5ml oral suspension,13003711000001101,O,,Watch,Watch
Oxytetracycline,Oxytetracycline,777035003,Oxytetracycline 125mg/5ml oral suspension,13003811000001109,O,,Watch,Watch
Oxytetracycline,Oxytetracycline,777035003,Oxytetracycline 250mg/5ml oral suspension,13003911000001104,O,,Watch,Watch
Oxytetracycline,Oxytetracycline,777035003,Oxytetracycline 500mg/5ml oral suspension,13004011000001101,O,,Watch,Watch
Phenoxymethylpenicillin,Phenoxymethylpenicillin,777175009,Phenoxymethylpenicillin 250mg tablets,41953811000001101,O,,Access,Access
Phenoxymethylpenicillin,Phenoxymethylpenicillin,777175009,Phenoxymethylpenicillin 250mg/5ml oral solution,41953911000001106,O,,Access,Access
Phenoxymethylpenicillin,Phenoxymethylpenicillin,777175009,Phenoxymethylpenicillin 125mg/5ml oral solution,41953711000001109,O,,Access,Access
Phenoxymethylpenicillin,Phenoxymethylpenicillin,777175009,Phenoxymethylpenicillin 500mg tablets,44122111000001108,O,,Access,Access
Phenoxymethylpenicillin,Phenoxymethylpenicillin,777175009,Phenoxymethylpenicillin 125mg/5ml oral solution sugar free,9215111000001107,O,,Access,Access
Phenoxymethylpenicillin,Phenoxymethylpenicillin,777175009,Phenoxymethylpenicillin 250mg/5ml oral solution sugar free,9215211000001101,O,,Access,Access
Piperacillin + Tazobactam,Piperacillin + Tazobactam,777212006,Piperacillin 3g / Tazobactam 375mg powder for solution for infusion vials,38422511000001100,P,,Watch,Watch
Piperacillin + Tazobactam,Piperacillin + Tazobactam,777212006,Piperacillin 2g/50ml / Tazobactam 250mg/50ml infusion bags,21511011000001108,P,,Watch,Watch
Piperacillin + Tazobactam,Piperacillin + Tazobactam,777212006,Piperacillin 2g / Tazobactam 250mg powder for solution for infusion vials,41954011000001109,P,,Watch,Watch
Piperacillin + Tazobactam,Piperacillin + Tazobactam,777212006,Piperacillin 4g / Tazobactam 500mg powder for solution for infusion vials,41954111000001105,P,,Watch,Watch
Piperacillin + Tazobactam,Piperacillin + Tazobactam,777212006,Piperacillin 4g / Tazobactam 500mg powder and solvent for solution for injection vials,4651611000001105,P,,Watch,Watch
Pivmecillinam,Pivmecillinam,777227006,Pivmecillinam 200mg tablets,39702711000001106,O,,Access,Access
Pivmecillinam,Pivmecillinam,777227006,Pivmecillinam 200mg/5ml oral suspension,32750311000001106,O,,Access,Access
Pristinamycin,Pristinamycin,16251011000001105,Pristinamycin 500mg tablets,16324411000001105,O,,Watch,Other
Pristinamycin,Pristinamycin,16251011000001105,Pristinamycin 250mg tablets,41346211000001103,O,,Watch,Other
Procaine benzylpenicillin,Procaine benzylpenicillin,1234762001,Procaine benzylpenicillin 1.2million unit powder and solvent for suspension for injection vials,10575011000001106,P,,Access,Access
Procaine benzylpenicillin,Procaine benzylpenicillin,1234762001,"Procaine benzylpenicillin 600,000unit powder and solvent for suspension for injection vials",10575411000001102,P,,Access,Access
Procaine benzylpenicillin,Procaine benzylpenicillin,1234762001,Procaine benzylpenicillin 1.5g/3.4ml suspension for injection pre-filled syringes,10523211000001101,P,,Access,Access
Quinupristin + Dalfopristin,Quinupristin + Dalfopristin,775439002,Quinupristin 150mg / Dalfopristin 350mg powder for solution for infusion vials,41881711000001109,P,,Reserve,Reserve
Spectinomycin,Spectinomycin,777600004,Spectinomycin 2g powder and solvent for suspension for injection vials,10532311000001101,P,,Other,Other
Spiramycin,Spiramycin,777602007,Spiramycin 1.5million unit powder for solution for infusion vials,11397011000001102,P,,Other,Other
Spiramycin,Spiramycin,777602007,Spiramycin 1.5million unit tablets,11381211000001103,O,,Other,Other
Spiramycin,Spiramycin,777602007,Spiramycin 3million unit tablets,11381711000001105,O,,Other,Other
Spiramycin,Spiramycin,777602007,"Spiramycin 375,000units/5ml oral solution",35900311000001105,O,,Other,Other
Streptomycin,Streptomycin,777614004,Streptomycin 1g powder for solution for injection vials,41955211000001103,P,P,Other,Other
Sulfadiazine,Sulfadiazine,777532008,Sulfadiazine 1g/4ml solution for injection ampoules,39714411000001105,P,,Other,Other
Sulfadiazine,Sulfadiazine,777532008,Sulfadiazine 500mg tablets,41955311000001106,O,,Other,Other
Sulfadiazine,Sulfadiazine,777532008,Sulfadiazine 150mg/5ml oral suspension,13454711000001102,O,,Other,Other
Sulfadiazine,Sulfadiazine,777532008,Sulfadiazine 500mg/5ml oral suspension,13454911000001100,O,,Other,Other
Sulfadiazine,Sulfadiazine,777532008,Sulfadiazine 250mg/5ml oral suspension,13454811000001105,O,,Other,Other
Sulfamethoxypyridazine,Sulfamethoxypyridazine,777643007,Sulfamethoxypyridazine 500mg tablets,5241611000001103,O,,Other,Other
Sulfapyridine,Sulfapyridine,15465811000001106,Sulfapyridine 250mg capsules,15474111000001108,O,,Other,Other
Tedizolid,Tedizolid,777686007,Tedizolid 200mg powder for solution for infusion vials,29734011000001109,P,,Reserve,Reserve
Tedizolid,Tedizolid,777686007,Tedizolid 200mg tablets,41955511000001100,O,,Reserve,Reserve
Teicoplanin,Teicoplanin,777691008,Teicoplanin 200mg/50ml infusion bags,44100011000001102,P,,Watch,Watch
Teicoplanin,Teicoplanin,777691008,Teicoplanin 400mg/108ml infusion bags,38344711000001107,P,,Watch,Watch
Teicoplanin,Teicoplanin,777691008,Teicoplanin 600mg/112ml infusion bags,38344811000001104,P,,Watch,Watch
Teicoplanin,Teicoplanin,777691008,Teicoplanin 800mg/116ml infusion bags,38344911000001109,P,,Watch,Watch
Teicoplanin,Teicoplanin,777691008,Teicoplanin 1g/120ml infusion bags,38344611000001103,P,,Watch,Watch
Teicoplanin,Teicoplanin,777691008,Teicoplanin 200mg/10ml solution for injection pre-filled injection devices,21110711000001106,P,,Watch,Watch
Teicoplanin,Teicoplanin,777691008,Teicoplanin 200mg/10ml solution for injection pre-filled syringes,20966711000001100,P,,Watch,Watch
Teicoplanin,Teicoplanin,777691008,Teicoplanin 200mg powder and solvent for solution for injection vials,35915111000001103,O,,Watch,Watch
Teicoplanin,Teicoplanin,777691008,Teicoplanin 200mg powder and solvent for solution for injection vials,35915111000001103,P,,Watch,Watch
Teicoplanin,Teicoplanin,777691008,Teicoplanin 400mg powder and solvent for solution for injection vials,35915211000001109,O,,Watch,Watch
Teicoplanin,Teicoplanin,777691008,Teicoplanin 400mg powder and solvent for solution for injection vials,35915211000001109,P,,Watch,Watch
Teicoplanin,Teicoplanin,777691008,Teicoplanin 200mg powder for solution for injection vials,41955611000001101,O,,Watch,Watch
Teicoplanin,Teicoplanin,777691008,Teicoplanin 200mg powder for solution for injection vials,41955611000001101,P,,Watch,Watch
Teicoplanin,Teicoplanin,777691008,Teicoplanin 400mg powder for solution for injection vials,41955711000001105,O,,Watch,Watch
Teicoplanin,Teicoplanin,777691008,Teicoplanin 400mg powder for solution for injection vials,41955711000001105,P,,Watch,Watch
Telavancin,Telavancin,777693006,Telavancin 250mg powder for solution for infusion vials,41882311000001101,P,,Reserve,Reserve
Telavancin,Telavancin,777693006,Telavancin 750mg powder for solution for infusion vials,41882411000001108,P,,Reserve,Reserve
Temocillin,Temocillin,777700006,Temocillin 1g powder for solution for injection vials,9553611000001102,P,,Watch,Watch
Tetracycline,Tetracycline,777730003,Tetracycline 250mg tablets,39704811000001109,O,,Access,Access
Tetracycline,Tetracycline,777730003,Tetracycline 250mg capsules,39704711000001101,O,,Access,Access
Tetracycline,Tetracycline,777730003,Tetracycline 125mg/5ml oral solution,21407411000001104,O,,Access,Access
Tigecycline,Tigecycline,777769009,Tigecycline 50mg powder for solution for infusion vials,10328711000001100,P,,Reserve,Reserve
Tinidazole,Tinidazole,777775000,Tinidazole 500mg tablets,41956011000001104,O,,Other,Access
Tobramycin,Tobramycin,777791002,Tobramycin 200mg/5ml oral solution,35084911000001108,O,,Watch,Watch
Tobramycin,Tobramycin,777791002,Tobramycin 400mg/5ml oral solution,21717911000001100,O,,Watch,Watch
Tobramycin,Tobramycin,777791002,Tobramycin 135mg/5ml oral solution,21718511000001106,O,,Watch,Watch
Tobramycin,Tobramycin,777791002,Tobramycin 300mg/5ml nebuliser liquid ampoules,4145111000001102,Inhal.solution,,Watch,Watch
Tobramycin,Tobramycin,777791002,Tobramycin 80mg/2ml solution for injection vials,4145011000001103,P,,Watch,Watch
Tobramycin,Tobramycin,777791002,Tobramycin 80mg/2ml solution for infusion ampoules,35919811000001108,P,,Watch,Watch
Tobramycin,Tobramycin,777791002,Tobramycin 40mg/1ml solution for injection ampoules,35919711000001100,P,,Watch,Watch
Tobramycin,Tobramycin,777791002,Tobramycin 240mg/6ml solution for injection vials,4516011000001106,P,,Watch,Watch
Tobramycin,Tobramycin,777791002,Tobramycin 20mg/2ml solution for injection vials,34194211000001103,P,,Watch,Watch
Tobramycin,Tobramycin,777791002,Tobramycin 40mg/1ml solution for injection vials,4957911000001108,P,,Watch,Watch
Tobramycin,Tobramycin,777791002,Tobramycin 300mg/4ml nebuliser liquid ampoules,14801411000001105,Inhal.solution,,Watch,Watch
Tobramycin,Tobramycin,777791002,Tobramycin 28mg inhalation powder capsules with device,19544811000001101,Inhal.powder,,Watch,Watch
Tobramycin,Tobramycin,777791002,Tobramycin 20mg/5ml oral solution,23676411000001103,O,,Watch,Watch
Tobramycin,Tobramycin,777791002,Tobramycin 40mg/5ml oral solution,32656811000001108,O,,Watch,Watch
Tobramycin,Tobramycin,777791002,Tobramycin 170mg/1.7ml nebuliser liquid ampoules,32936811000001108,Inhal.solution,,Watch,Watch
Trimethoprim,Trimethoprim,777858001,Trimethoprim 100mg tablets,41956111000001103,O,,Access,Access
Trimethoprim,Trimethoprim,777858001,Trimethoprim 200mg tablets,41956211000001109,O,,Access,Access
Trimethoprim,Trimethoprim,777858001,Trimethoprim 50mg/5ml oral suspension sugar free,39022311000001100,O,,Access,Access
Trimethoprim,Trimethoprim,777858001,Trimethoprim 100mg/5ml solution for injection ampoules,36144011000001106,P,,Access,Access
Trimethoprim,Trimethoprim,777858001,Trimethoprim 200mg/5ml oral suspension,13374611000001102,O,,Access,Access
Trimethoprim,Trimethoprim,777858001,Trimethoprim 20mg/5ml oral suspension,13374811000001103,O,,Access,Access
Trimethoprim,Trimethoprim,777858001,Trimethoprim 240mg/5ml oral suspension,13375011000001108,O,,Access,Access
Trimethoprim,Trimethoprim,777858001,Trimethoprim 7mg/5ml oral suspension,13375211000001103,O,,Access,Access
Trimethoprim,Trimethoprim,777858001,Trimethoprim 200mg/5ml oral solution,13374511000001101,O,,Access,Access
Trimethoprim,Trimethoprim,777858001,Trimethoprim 20mg/5ml oral solution,13374711000001106,O,,Access,Access
Trimethoprim,Trimethoprim,777858001,Trimethoprim 240mg/5ml oral solution,13374911000001108,O,,Access,Access
Trimethoprim,Trimethoprim,777858001,Trimethoprim 7mg/5ml oral solution,13375111000001109,O,,Access,Access
Vancomycin,Vancomycin,777914002,Vancomycin 500micrograms/0.1ml solution for injection pre-filled syringes,40548411000001108,,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 2mg/0.1ml intravitreal injection kit,40529511000001103,,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 1.5g/530ml infusion bags,38345011000001109,P,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 2g/540ml infusion bags,38345111000001105,P,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 1g/250ml infusion bags,35054211000001106,P,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 1.5g/500ml infusion bags,35055311000001104,P,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 2g/500ml infusion bags,35055911000001103,P,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 10mg/2ml solution for injection pre-filled syringes,35048511000001100,P,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 50mg/10ml solution for injection pre-filled syringes,35049111000001102,P,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 1.25g/250ml infusion bags,35050611000001101,P,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 750mg/250ml infusion bags,35051211000001109,P,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 2.5mg/0.5ml solution for injection pre-filled syringes,28047511000001105,,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 500mg/100ml infusion bags,21276711000001101,P,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 1mg/0.1ml solution for injection pre-filled syringes,21277311000001102,,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 4mg/2ml solution for injection pre-filled syringes,21277911000001101,P,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 5mg/0.5ml solution for injection pre-filled syringes,21278311000001101,,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 30mg/3ml solution for injection pre-filled syringes,21272811000001108,,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 20mg/4ml solution for injection pre-filled syringes,21273411000001102,,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 10mg/1ml solution for injection pre-filled syringes,21273811000001100,,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 125mg capsules,41956311000001101,O,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 250mg capsules,41956511000001107,O,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 500mg powder for solution for infusion vials,41956611000001106,O,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 500mg powder for solution for infusion vials,41956611000001106,P,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 1g powder for solution for infusion vials,41956411000001108,O,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 1g powder for solution for infusion vials,41956411000001108,P,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 250mg/5ml oral solution,8818611000001100,O,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 250mg/5ml oral suspension,8818711000001109,O,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 50mg/5ml oral solution,12940811000001109,O,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 62.5mg/5ml oral solution,13455811000001106,O,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 125mg/5ml oral solution,15453011000001107,O,,Watch,Watch
Vancomycin,Vancomycin,777914002,Vancomycin 125mg/5ml oral suspension,15453111000001108,O,,Watch,Watch
