dmd,Antibiotic,Class,atccode,route,VmpUnit,WHO_AWaRe_2023,UK_AWaRe_2024,Include,Notes,vmp_id,vmp_nm,invalid_vmp,vtm_id,vtm_nm,atc_route,atc
Oritavancin 400mg powder for solution for infusion vials,Oritavancin,Glycopeptides,J01XA05,P,vial,r,r,1,,40651511000001105,Oritavancin 400mg powder for solution for infusion vials,False,777001001,Oritavancin,P,J01XA05
Oxytetracycline 100mg/5ml oral suspension,Oxytetracycline,Tetracyclines,J01AA06,O,ml,w,w,1,,13003711000001101,Oxytetracycline 100mg/5ml oral suspension,False,777035003,Oxytetracycline,O,J01AA06
Oxytetracycline 250mg tablets,Oxytetracycline,Tetracyclines,J01AA06,O,tablet,w,w,1,,41953611000001100,Oxytetracycline 250mg tablets,False,777035003,Oxytetracycline,O,J01AA06
Penicillin combinations,Penicillin combinations,Penicillins,J01CR50,P,,NR,o,1,no WHO DDDS; Only co-fluampicil formulations dispensed under the ATC code in primary care only; WHO does not recommend (NR) use in clinical practice,,,,,,,
Penicillin combinations,Penicillin combinations,Penicillins,J01CR50,O,,NR,o,1,no WHO DDDS; Only co-fluampicil formulations dispensed under the ATC code in primary care only; WHO does not recommend (NR) use in clinical practice,,,,,,,
Phenoxymethylpenicillin 125mg/5ml oral solution,Phenoxymethylpenicillin,Penicillins,J01CE02,O,ml,a,a,1,,41953711000001109,Phenoxymethylpenicillin 125mg/5ml oral solution,False,777175009,Phenoxymethylpenicillin,O,J01CE02
Phenoxymethylpenicillin 125mg/5ml oral solution sugar free,Phenoxymethylpenicillin,Penicillins,J01CE02,O,ml,a,a,1,,9215111000001107,Phenoxymethylpenicillin 125mg/5ml oral solution sugar free,False,777175009,Phenoxymethylpenicillin,O,J01CE02
Phenoxymethylpenicillin 250mg tablets,Phenoxymethylpenicillin,Penicillins,J01CE02,O,tablet,a,a,1,,41953811000001101,Phenoxymethylpenicillin 250mg tablets,False,777175009,Phenoxymethylpenicillin,O,J01CE02
Phenoxymethylpenicillin 250mg/5ml oral solution,Phenoxymethylpenicillin,Penicillins,J01CE02,O,ml,a,a,1,,41953911000001106,Phenoxymethylpenicillin 250mg/5ml oral solution,False,777175009,Phenoxymethylpenicillin,O,J01CE02
Phenoxymethylpenicillin 250mg/5ml oral solution sugar free,Phenoxymethylpenicillin,Penicillins,J01CE02,O,ml,a,a,1,,9215211000001101,Phenoxymethylpenicillin 250mg/5ml oral solution sugar free,False,777175009,Phenoxymethylpenicillin,O,J01CE02
Phenoxymethylpenicillin 500mg tablets,Phenoxymethylpenicillin,Penicillins,J01CE02,O,tablet,a,a,1,,44122111000001108,Phenoxymethylpenicillin 500mg tablets,False,777175009,Phenoxymethylpenicillin,O,
Piperacillin,Piperacillin,Penicillins,J01CA12,P,,w,w,1,,,,,,,,
Piperacillin 2g / Tazobactam 250mg powder for solution for infusion vials,Piperacillin/tazobactam,Beta-lactam/beta-lactamase-inhibitors,J01CR05,P,vial,w,w,1,,41954011000001109,Piperacillin 2g / Tazobactam 250mg powder for solution for infusion vials,False,777212006,Piperacillin + Tazobactam,P,J01CR05
Piperacillin 2g / tazobactam 250mg powder for solution for injection vials,Piperacillin/tazobactam,Beta-lactam/beta-lactamase-inhibitors,J01CR05,P,vial,w,w,1,,,,,,,,
Piperacillin 2g/50ml / Tazobactam 250mg/50ml infusion bags,Piperacillin/tazobactam,Beta-lactam/beta-lactamase-inhibitors,J01CR05,P,ml,w,w,1,,21511011000001108,Piperacillin 2g/50ml / Tazobactam 250mg/50ml infusion bags,False,777212006,Piperacillin + Tazobactam,P,
Piperacillin 3g / Tazobactam 375mg powder for solution for infusion vials,Piperacillin/tazobactam,Beta-lactam/beta-lactamase-inhibitors,J01CR05,P,vial,w,w,1,,38422511000001100,Piperacillin 3g / Tazobactam 375mg powder for solution for infusion vials,False,777212006,Piperacillin + Tazobactam,P,J01CR05
Piperacillin 4g / tazobactam 500mg in 50ml sodium chloride,Piperacillin/tazobactam,Beta-lactam/beta-lactamase-inhibitors,J01CR05,P,ml,w,w,1,,,,,,,,
Piperacillin 4g / tazobactam 500mg powder and solvent for solution for infusion vials,Piperacillin/tazobactam,Beta-lactam/beta-lactamase-inhibitors,J01CR05,P,vial,w,w,1,,,,,,,,
Piperacillin 4g / tazobactam 500mg powder and solvent for solution for injection,Piperacillin/tazobactam,Beta-lactam/beta-lactamase-inhibitors,J01CR05,P,vial,w,w,1,,,,,,,,
Piperacillin 4g / Tazobactam 500mg powder and solvent for solution for injection vials,Piperacillin/tazobactam,Beta-lactam/beta-lactamase-inhibitors,J01CR05,P,vial,w,w,1,,4651611000001105,Piperacillin 4g / Tazobactam 500mg powder and solvent for solution for injection vials,False,777212006,Piperacillin + Tazobactam,P,J01CR05
Piperacillin 4g / tazobactam 500mg powder and solvent for solution for injection vials,Piperacillin/tazobactam,Beta-lactam/beta-lactamase-inhibitors,J01CR05,P,vial,w,w,1,,4651611000001105,Piperacillin 4g / Tazobactam 500mg powder and solvent for solution for injection vials,False,777212006,Piperacillin + Tazobactam,P,J01CR05
Piperacillin 4g / Tazobactam 500mg powder for solution for infusion vials,Piperacillin/tazobactam,Beta-lactam/beta-lactamase-inhibitors,J01CR05,P,vial,w,w,1,,41954111000001105,Piperacillin 4g / Tazobactam 500mg powder for solution for infusion vials,False,777212006,Piperacillin + Tazobactam,P,J01CR05
Piperacillin 4g / tazobactam 500mg powder for solution for injection vials,Piperacillin/tazobactam,Beta-lactam/beta-lactamase-inhibitors,J01CR05,P,vial,w,w,1,,,,,,,,
Piperacillin 8g / Tazobactam 1g powder and solvent for solution for injection vials,Piperacillin/tazobactam,Beta-lactam/beta-lactamase-inhibitors,J01CR05,P,vial,w,w,1,,,,,,,,
Piperacillin 8g / tazobactam 1g powder and solvent for solution for injection vials,Piperacillin/tazobactam,Beta-lactam/beta-lactamase-inhibitors,J01CR05,P,vial,w,w,1,,,,,,,,
Piperacillin with tazobactam 12g/1.5g in 24 hours pre-filled infusion,Piperacillin/tazobactam,Beta-lactam/beta-lactamase-inhibitors,J01CR05,P,ml,w,w,1,,,,,,,,
Piperacillin with tazobactam 8g/1g in 24 hours pre-filled infusion,Piperacillin/tazobactam,Beta-lactam/beta-lactamase-inhibitors,J01CR05,P,ml,w,w,1,,,,,,,,
Pipericillin 12g / tazobactam 1.5g in sodium chloride 0.9%  elastometric pump (24hr),Piperacillin/tazobactam,Beta-lactam/beta-lactamase-inhibitors,J01CR05,P,ml,w,w,1,,,,,,,,
Pivmecillinam 200mg tablets,Pivmecillinam,Penicillins,J01CA08,O,tablet,a,a,1,,39702711000001106,Pivmecillinam 200mg tablets,False,777227006,Pivmecillinam,O,J01CA08
Pivmecillinam 200mg/5ml oral suspension,Pivmecillinam,Penicillins,J01CA08,O,ml,a,a,1,,32750311000001106,Pivmecillinam 200mg/5ml oral suspension,False,777227006,Pivmecillinam,O,J01CA08
Pristinamycin 250mg tablets,Pristinamycin,Streptogramins,J01FG01,O,tablet,w,o,1,,41346211000001103,Pristinamycin 250mg tablets,False,16251011000001105,Pristinamycin,O,J01FG01
Pristinamycin 500mg tablets,Pristinamycin,Streptogramins,J01FG01,O,tablet,w,o,1,,16324411000001105,Pristinamycin 500mg tablets,False,16251011000001105,Pristinamycin,O,J01FG01
Procaine benzylpenicillin 1.2million unit powder and solvent for suspension for injection vials,Procaine-benzylpenicillin,Penicillins,J01CE09,P,vial,a,a,1,,10575011000001106,Procaine benzylpenicillin 1.2million unit powder and solvent for suspension for injection vials,False,1234762001,Procaine benzylpenicillin,P,
Procaine benzylpenicillin 1.2mu injection,Procaine-benzylpenicillin,Penicillins,J01CE09,P,vial,a,a,1,,,,,,,,
"Procaine benzylpenicillin 600,000unit powder and solvent for suspension for injection vials",Procaine-benzylpenicillin,Penicillins,J01CE09,P,vial,a,a,1,,10575411000001102,"Procaine benzylpenicillin 600,000unit powder and solvent for suspension for injection vials",False,1234762001,Procaine benzylpenicillin,P,
Procaine benzylpenicillin 600000unit powder and solvent for suspension for injection vials,Procaine-benzylpenicillin,Penicillins,J01CE09,P,vial,a,a,1,,,,,,,,
Pyrazinamide 1.25g/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13201111000001105,Pyrazinamide 1.25g/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 1.25g/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13201211000001104,Pyrazinamide 1.25g/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 1.4g/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13201311000001107,Pyrazinamide 1.4g/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 1.4g/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13201411000001100,Pyrazinamide 1.4g/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 1.5g/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13201511000001101,Pyrazinamide 1.5g/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 1.5g/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13201611000001102,Pyrazinamide 1.5g/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 100mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13201711000001106,Pyrazinamide 100mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 100mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13201811000001103,Pyrazinamide 100mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 105mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13268011000001104,Pyrazinamide 105mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 105mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13268111000001103,Pyrazinamide 105mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 125mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13268211000001109,Pyrazinamide 125mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 125mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13268311000001101,Pyrazinamide 125mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 150mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13268411000001108,Pyrazinamide 150mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 150mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13268511000001107,Pyrazinamide 150mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 175mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13268611000001106,Pyrazinamide 175mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 175mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13268711000001102,Pyrazinamide 175mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 1g/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13268811000001105,Pyrazinamide 1g/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 1g/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13268911000001100,Pyrazinamide 1g/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 200mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13269011000001109,Pyrazinamide 200mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 200mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13269111000001105,Pyrazinamide 200mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 250mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13269211000001104,Pyrazinamide 250mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 250mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13269311000001107,Pyrazinamide 250mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 275mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13269411000001100,Pyrazinamide 275mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 275mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13269511000001101,Pyrazinamide 275mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 300mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13269611000001102,Pyrazinamide 300mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 300mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13269711000001106,Pyrazinamide 300mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 312.5mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13269811000001103,Pyrazinamide 312.5mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 312.5mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13269911000001108,Pyrazinamide 312.5mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 350mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13270011000001107,Pyrazinamide 350mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 350mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13270111000001108,Pyrazinamide 350mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 375mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13270211000001102,Pyrazinamide 375mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 375mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13270311000001105,Pyrazinamide 375mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 400mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13270411000001103,Pyrazinamide 400mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 400mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13270511000001104,Pyrazinamide 400mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 420mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13270611000001100,Pyrazinamide 420mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 420mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13270711000001109,Pyrazinamide 420mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 425mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13270811000001101,Pyrazinamide 425mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 425mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13270911000001106,Pyrazinamide 425mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 430mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13271011000001103,Pyrazinamide 430mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 430mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13271111000001102,Pyrazinamide 430mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 450mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13271211000001108,Pyrazinamide 450mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 450mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13271311000001100,Pyrazinamide 450mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 490mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13271411000001107,Pyrazinamide 490mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 490mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13271511000001106,Pyrazinamide 490mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 500mg tablets,Pyrazinamide,Antimycobacterials,J04AK01,O,tablet,o,o,0,anti-TB,41954211000001104,Pyrazinamide 500mg tablets,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 500mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,8673211000001105,Pyrazinamide 500mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 500mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,8673311000001102,Pyrazinamide 500mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 50mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13271611000001105,Pyrazinamide 50mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 50mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13271711000001101,Pyrazinamide 50mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 600mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13271811000001109,Pyrazinamide 600mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 600mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13271911000001104,Pyrazinamide 600mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 625mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13272011000001106,Pyrazinamide 625mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 625mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13272111000001107,Pyrazinamide 625mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 650mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13272211000001101,Pyrazinamide 650mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 650mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13272311000001109,Pyrazinamide 650mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 675mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13272411000001102,Pyrazinamide 675mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 675mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13272511000001103,Pyrazinamide 675mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 700mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13272611000001104,Pyrazinamide 700mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 700mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13272711000001108,Pyrazinamide 700mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 750mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13272811000001100,Pyrazinamide 750mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 750mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13272911000001105,Pyrazinamide 750mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 75mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13273011000001102,Pyrazinamide 75mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 75mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13273111000001101,Pyrazinamide 75mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 850mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13273211000001107,Pyrazinamide 850mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 850mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13273311000001104,Pyrazinamide 850mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 91mg/5ml oral solution,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13273411000001106,Pyrazinamide 91mg/5ml oral solution,False,777364002,Pyrazinamide,O,J04AK01
Pyrazinamide 91mg/5ml oral suspension,Pyrazinamide,Antimycobacterials,J04AK01,O,ml,o,o,0,anti-TB,13273511000001105,Pyrazinamide 91mg/5ml oral suspension,False,777364002,Pyrazinamide,O,J04AK01
Quinupristin 150mg / Dalfopristin 350mg powder for solution for infusion vials,Dalfopristin/quinupristin,Streptogramins,J01FG02,P,vial,r,r,1,,41881711000001109,Quinupristin 150mg / Dalfopristin 350mg powder for solution for infusion vials,False,775439002,Quinupristin + Dalfopristin,P,J01FG02
Quinupristin 150mg / dalfopristin 350mg powder for solution for infusion vials,Dalfopristin/quinupristin,Streptogramins,J01FG02,P,vial,r,r,1,,41881711000001109,Quinupristin 150mg / Dalfopristin 350mg powder for solution for infusion vials,False,775439002,Quinupristin + Dalfopristin,P,J01FG02
Rifampicin 100mg/5ml oral suspension,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,35934411000001101,Rifampicin 100mg/5ml oral suspension,False,777438009,Rifampicin,O,J04AB02
Rifampicin 120mg/ isoniazid 50mg/ pyrazinamide 300mg (rifater tablets),Rifampicin/isoniazid/pyrazinamide,Antimycobacterials,J04AB02,O,tablet,w,o,0,anti-TB,,,,,,,
Rifampicin 120mg/5ml oral solution,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,13372711000001101,Rifampicin 120mg/5ml oral solution,False,777438009,Rifampicin,O,J04AB02
Rifampicin 120mg/5ml oral suspension,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,13372811000001109,Rifampicin 120mg/5ml oral suspension,False,777438009,Rifampicin,O,J04AB02
Rifampicin 150mg / isoniazid 100mg tablets,Rifampicin/isoniazid,Antimycobacterials,J04AB02,O,tablet,w,o,0,anti-TB,41954411000001100,Rifampicin 150mg / Isoniazid 100mg tablets,False,776414001,Rifampicin + Isoniazid,O,J04AM02
Rifampicin 150mg capsules,Rifampicin,Antimycobacterials,J04AB02,O,capsule,w,o,0,anti-TB,41954511000001101,Rifampicin 150mg capsules,False,777438009,Rifampicin,O,J04AB02
Rifampicin 150mg/5ml oral solution,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,13372911000001104,Rifampicin 150mg/5ml oral solution,False,777438009,Rifampicin,O,J04AB02
Rifampicin 150mg/5ml oral suspension,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,13373011000001107,Rifampicin 150mg/5ml oral suspension,False,777438009,Rifampicin,O,J04AB02
Rifampicin 200mg/5ml oral solution,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,13373111000001108,Rifampicin 200mg/5ml oral solution,False,777438009,Rifampicin,O,J04AB02
Rifampicin 200mg/5ml oral suspension,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,13373211000001102,Rifampicin 200mg/5ml oral suspension,False,777438009,Rifampicin,O,J04AB02
Rifampicin 210mg/5ml oral solution,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,13532611000001105,Rifampicin 210mg/5ml oral solution,False,777438009,Rifampicin,O,J04AB02
Rifampicin 210mg/5ml oral suspension,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,13532711000001101,Rifampicin 210mg/5ml oral suspension,False,777438009,Rifampicin,O,J04AB02
Rifampicin 225mg/5ml oral suspension,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,,,,,,,
Rifampicin 240mg/5ml oral suspension,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,,,,,,,
Rifampicin 30.5mg/5ml oral solution,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,13373311000001105,Rifampicin 30.5mg/5ml oral solution,False,777438009,Rifampicin,O,J04AB02
Rifampicin 30.5mg/5ml oral suspension,Rifampicin,Antimycobacterials,J04AB02,O,ml,w,o,0,anti-TB,13373411000001103,Rifampicin 30.5mg/5ml oral suspension,False,777438009,Rifampicin,O,J04AB02
Rifampicin 300mg / isoniazid 150mg tablets,Rifampicin/isoniazid,Antimycobacterials,J04AB02,O,tablet,w,o,0,anti-TB,41954611000001102,Rifampicin 300mg / Isoniazid 150mg tablets,False,776414001,Rifampicin + Isoniazid,O,J04AM02
Rifampicin 300mg capsules,Rifampicin,Antimycobacterials,J04AB02,O,capsule,w,o,0,anti-TB,41954711000001106,Rifampicin 300mg capsules,False,777438009,Rifampicin,O,J04AB02
Rifampicin 300mg powder and solvent for solution for injection vials,Rifampicin,Antimycobacterials,J04AB02,P,vial,w,o,0,anti-TB,10796311000001109,Rifampicin 300mg powder and solvent for solution for injection vials,False,777438009,Rifampicin,P,J04AB02
